SV	MA_1B_B_1_10_40B	MA_1B_B_1_11_41B	MA_1B_B_1_12_42B	MA_1B_B_1_13_43B	MA_1B_B_1_14_44B	MA_1B_B_1_15_45B	MA_1B_B_1_16_46B	MA_1B_B_1_17_47B	MA_1B_B_1_18_48B	MA_1B_B_1_19_49B	MA_1B_B_1_1_31B	MA_1B_B_1_20_50B	MA_1B_B_1_21_51B	MA_1B_B_1_22_52B	MA_1B_B_1_23_53B	MA_1B_B_1_24_54B	MA_1B_B_1_25_55B	MA_1B_B_1_26_56B	MA_1B_B_1_2_32B	MA_1B_B_1_3_33B	MA_1B_B_1_4_34B	MA_1B_B_1_5_35B	MA_1B_B_1_6_36B	MA_1B_B_1_7_37B	MA_1B_B_1_8_38B	MA_1B_B_1_9_39B	MA_2B_B_2_10_66B	MA_2B_B_2_11_67B	MA_2B_B_2_12_68B	MA_2B_B_2_13_69B	MA_2B_B_2_1_57B	MA_2B_B_2_2_58B	MA_2B_B_2_3_59B	MA_2B_B_2_4_60B	MA_2B_B_2_5_61B	MA_2B_B_2_6_62B	MA_2B_B_2_7_63B	MA_2B_B_2_8_64B	MA_2B_B_2_9_65B	MW_1B_B_1_10_10B	MW_1B_B_1_1_1B	MW_1B_B_1_2_2B	MW_1B_B_1_3_3B	MW_1B_B_1_4_4B	MW_1B_B_1_5_5B	MW_1B_B_1_6_6B	MW_1B_B_1_7_7B	MW_1B_B_1_8_8B	MW_1B_B_1_9_9B	MW_2B_B_2_10_20B	MW_2B_B_2_1_11B	MW_2B_B_2_2_12B	MW_2B_B_2_3_13B	MW_2B_B_2_4_14B	MW_2B_B_2_5_15B	MW_2B_B_2_6_16B	MW_2B_B_2_7_17B	MW_2B_B_2_8_18B	MW_2B_B_2_9_19B	MW_3B_B_3_10_30B	MW_3B_B_3_1_21B	MW_3B_B_3_2_22B	MW_3B_B_3_3_23B	MW_3B_B_3_4_24B	MW_3B_B_3_5_25B	MW_3B_B_3_6_26B	MW_3B_B_3_7_27B	MW_3B_B_3_8_28B	MW_3B_B_3_9_29B
DENOVO719	0	0	0	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	70	2	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO1519	2	0	0	3	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	1	7	0	0	0	3	0	0	0	0	0	1	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
DENOVO690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	27	14	4	10	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0
DENOVO188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	4	6	2	7	0	3	1	9	0	0	0	0	0	11	10	68	0	0	17	10	0	0	0	20	0	33	1	0	1
DENOVO541	6	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	8	0	0	0	8	0	0	0	12	0	4	0	6	0	1	5	0	0	0	0	0	0	0	4	6	4	6	2	2	17	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	3	0	0	4
DENOVO2569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO847	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	3	12	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	1	0	0	0	0	0	0	0	1	0	2
DENOVO1424	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
DENOVO1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO4364	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	1	0	0	0	2	0	0	0	0	1	1	1	21	17	12	19	1	2	4	1	0	1	0	0	2	0	4	0	0	0	0	0	0	0	0	1	3	0	0
DENOVO1103	31	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0
DENOVO800	45	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO710	1	0	0	0	0	0	0	0	0	0	1	5	5	0	0	0	35	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	3	0	5	0	0	0	0	0	0	0	0
DENOVO207	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	208	0	0	0	0	0	0
DENOVO698	0	23	2	0	0	0	0	0	0	1	0	1	0	0	24	0	0	0	0	0	0	0	8	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
DENOVO519	0	18	1	0	0	0	0	1	1	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO3545	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	2	3	0	6	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO3217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	2	0	4	0	1	0	0	0	0	0	0	1	0
DENOVO3444	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DENOVO1169	0	0	1	0	0	0	0	4	0	0	0	5	0	0	0	1	3	1	1	0	0	1	3	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
DENOVO4414	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DENOVO1419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO2673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
DENOVO1838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
DENOVO1006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	2	20	3	2	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0
DENOVO704	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	19	12	7	5	0	0	0	0	5	0	0	1	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0
DENOVO907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	9	2	7	0	0	0	0	4	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO3794	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO396	8	1	1	0	0	0	18	0	0	1	0	11	0	14	0	0	0	10	1	2	0	3	2	0	2	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	7	4	4	0	6	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	13	0	1	3	0
DENOVO4987	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO1394	2	6	2	0	0	0	0	1	0	0	1	6	3	0	7	0	0	2	1	3	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0
DENOVO4776	2	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DENOVO288	0	52	0	0	0	0	0	22	0	0	1	0	6	0	68	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	5	0	0	0	1	0	0	0	0
DENOVO1353	8	5	0	0	0	0	0	1	0	0	0	0	8	0	5	1	6	2	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
DENOVO1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	9	0	0	0	0	4	15	0	0	0	0	0	0	0	0	1	0	0	0
DENOVO4373	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1
DENOVO2594	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
DENOVO927	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	34	12	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0
DENOVO575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	3	0	0	0	0	0	0	0	51	0	0	0	2	0	11	0	9	0	0	0	0	0	0	0	0	2	0
DENOVO286	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO1066	5	1	0	0	0	0	0	0	0	0	3	0	3	0	0	3	1	0	3	2	0	1	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	10	0	0	0	1	0	0	0	0	2	0	0	0
DENOVO912	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	7	0	1	2	1	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	22	0	0	0	0	0	0	0	30	0	0	0	0
DENOVO460	8	16	0	0	0	0	0	0	0	0	0	0	6	0	21	14	0	0	4	2	0	0	16	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	1	0	0	6	0	0	0	0	0	0	0	5	0	0	0	0
DENOVO3474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO306	1	15	0	0	0	0	0	0	0	1	0	0	1	0	29	1	0	0	0	2	0	1	3	0	0	3	3	0	0	16	0	0	0	0	0	0	0	6	14	1	0	0	1	0	9	0	0	0	0	1	3	0	0	0	0	0	38	0	1	0	7	0	0	0	2	0	0	0	0
DENOVO550	4	2	0	0	0	0	0	5	0	0	6	0	2	0	2	4	1	8	23	2	0	0	22	4	7	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	17	0	0	0	1	0	0	0	5	1	0	0	0
DENOVO683	1	0	1	0	0	0	0	16	0	0	4	1	6	0	0	9	2	14	6	2	0	0	14	0	2	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0
DENOVO1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	5	7	0	5	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
DENOVO675	0	0	0	0	0	0	0	25	0	2	1	0	0	0	0	0	0	11	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
DENOVO1773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DENOVO208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO128	1	0	0	0	1	0	0	0	0	0	5	3	1	0	0	118	68	0	4	0	0	0	1	4	2	0	0	0	0	0	4	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	1	1	0	17	0	0	0	42	0	0	1	0
DENOVO4892	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0
DENOVO88	11	0	0	0	0	0	0	283	0	0	17	1	2	0	0	13	5	55	23	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	46	1	0	0	30	0	0	0	0	0	0	0	0
DENOVO404	1	0	0	0	0	0	0	10	0	0	0	2	1	0	0	2	1	6	2	4	0	8	8	2	56	13	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	8	0	2	0	0	0	0	0	0	0	1	6	0
DENOVO2290	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO287	0	1	0	0	0	0	3	16	0	0	0	0	0	5	0	0	0	0	0	0	0	26	0	0	0	51	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO28	16	12	77	5	8	0	0	31	0	7	32	2	15	0	19	3	34	66	70	11	23	3	0	35	106	6	6	8	3	3	45	13	19	0	10	0	15	14	24	5	16	16	58	48	42	66	31	3	1	0	59	0	0	23	17	10	52	5	0	13	2	0	0	0	0	16	6	0	2
DENOVO3364	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	7	1	1	0	1	0	0	5	2	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	3	5	4	5	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
DENOVO1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	2	30
DENOVO164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	11	11	0	5	1	2	140	18	2	0	10	0	0	34	0	14	7	2	0	0	4	0	0	0	0	1	2	0	4
DENOVO178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	44	55	51	8	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DENOVO2144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	7	2	3	0	0	0	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1
DENOVO4650	1	0	0	0	0	0	0	8	0	0	1	0	0	0	0	2	1	5	4	0	0	0	0	1	2	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
DENOVO4404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	2	1	0	1	13	3	0	0	0	0	0	0	0	0	8	0	0	3	0	0	0	0	0	17	0	0
DENOVO1590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	12	5	0	5	0	2	1	0	0	0	1	0	0	0	1	1
DENOVO810	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	2	0	25	3	3	1	0	0	0	0	1	6	3	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO581	4	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	3	1	1	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO4813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	2
DENOVO4479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	4	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1
DENOVO3771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO1730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO2085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO1738	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO562	1	0	0	1	1	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	21	5	1	0	0	0	1	0	0	9	1	1	1	0	1	1	2	7	1	0	0	0	0	0	0	20	0	0	1	0	0	1	0	0	0	1	0	0	0
DENOVO2124	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	1	0	0	5	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO1713	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	1	0	0	4	0	0	0	2	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO967	0	2	3	0	0	3	0	1	3	1	0	0	0	0	4	2	2	0	0	0	0	0	6	0	3	0	0	1	0	4	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO1576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	0	0	0	0	0	2	5	0	0	0	0	0	14	1	0	1	0	0	0	0	0	0	0	0	2	0	0
DENOVO802	0	2	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	5	1	7	0	0	4	1	1	0	0	0	0	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	1	0	6	0	0	0	2	0	0	0	0
DENOVO1439	0	0	0	0	0	0	17	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
DENOVO2905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	3	0
DENOVO951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	32	2	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO1458	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	6	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO3905	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO2487	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
