SV	MA_1_R_1_1_1	MA_1_R_1_2_2	MA_1_R_1_3_3	MA_1_R_1_4_4	MA_1_R_1_5_5	MA_1_R_1_6_6	MA_1_R_1_8_7	MA_2_R_2_1_8	MA_2_R_2_2_9	MA_2_R_2_3_10	MA_2_R_2_4_11	MA_2_R_2_5_12	MA_2_R_2_6_13	MA_2_R_2_7_14	MA_2_R_2_8_15	MA_3_R_3_1_16	MA_3_R_3_2_17	MA_3_R_3_3_18	MA_3_R_3_4_19	MA_3_R_3_5_20	MA_3_R_3_6_21	MA_3_R_3_7_22	MA_3_R_3_8_23	MA_3_R_3_9_24	MA_4_R_4_1_25	MA_4_R_4_4_28	MA_4_R_4_6_30	MA_4_R_4_8_32	MA_4_R_4_9_33	MA_5_R_5_1_34	MA_5_R_5_2_35	MA_5_R_5_3_36	MA_5_R_5_4_37	MA_5_R_5_6_39	MA_5_R_5_7_40	MA_5_R_5_8_41	MA_6_R_6_1_42	MA_6_R_6_2_43	MA_6_R_6_3_44	MA_6_R_6_4_45	MA_6_R_6_5_46	MA_6_R_6_6_47	MA_6_R_6_7_48	MA_6_R_6_8_49	MW_1_R_1_3_52	MW_1_R_1_5_54	MW_1_R_1_6_55	MW_1_R_1_7_56	MW_1_R_1_8_57	MW_2_R_2_1_58	MW_2_R_2_2_59	MW_2_R_2_3_60	MW_2_R_2_4_61	MW_2_R_2_5_62	MW_2_R_2_6_63	MW_2_R_2_7_64	MW_2_R_2_8_65	MW_3_R_3_1_66	MW_3_R_3_2_67	MW_3_R_3_3_68	MW_3_R_3_4_69	MW_3_R_3_5_70	MW_3_R_3_6_71	MW_3_R_3_7_72	MW_3_R_3_8_73	MW_4_R_4_1_74	MW_4_R_4_2_75	MW_4_R_4_3_76	MW_4_R_4_4_77	MW_4_R_4_5_78	MW_4_R_4_6_79	MW_4_R_4_7_80	MW_4_R_4_8_81	MW_5_R_5_1_82	MW_5_R_5_2_83	MW_5_R_5_3_84	MW_5_R_5_4_85	MW_5_R_5_5_86	MW_5_R_5_6_87	MW_5_R_5_7_88	MW_5_R_5_8_89	MW_6_R_6_1_90	MW_6_R_6_2_91	MW_6_R_6_3_92	MW_6_R_6_4_93	MW_6_R_6_5_94	MW_6_R_6_6_95	MW_6_R_6_7_96	MW_6_R_6_8_97
DENOVO4736	0	1	0	2	2	1	1	0	2	0	0	1	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	2	0	1	0	0	0	0	0
DENOVO2260	0	0	3	0	1	1	1	1	0	1	0	0	1	1	2	0	1	6	5	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	2	2	1	0	0	0	3	0	1	0	0	0	0	0	1	1	0	4	0	0	0	0	1
DENOVO2947	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	3	0	0	0	1	0	0	3	0	1	1	0	0	0	0	1	0	0	1	1	0	3	0	4	2	2	0	0	0	1	0	0	0	0	4	0	1	1	0	1	0	0	0
DENOVO637	1	8	2	3	1	0	1	2	38	3	0	1	0	1	0	0	0	12	5	0	6	0	3	0	0	0	0	0	0	0	0	0	0	4	4	0	3	4	2	0	4	8	1	5	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	2	0	0	1	4	2	1	1	2	1	2	1	2	5	0	1	2	1	4	0	2	4	0	0	2	0	0
DENOVO113	10	13	10	3	29	12	14	2	14	5	0	14	0	2	7	4	11	34	32	2	1	0	18	3	1	1	0	1	0	1	6	0	2	13	7	13	0	2	4	7	8	0	5	4	0	2	0	0	4	2	0	4	3	3	1	0	2	11	1	3	1	0	32	0	3	2	19	12	4	0	10	7	5	0	5	12	7	1	16	3	13	1	2	32	0	12	1	2	8
DENOVO4698	0	1	0	0	0	1	0	0	2	1	0	2	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0
DENOVO4476	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	5	0	3	4	2	3	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0
DENOVO1197	1	7	0	4	7	3	3	4	0	0	1	0	4	5	5	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	3	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DENOVO4664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0
DENOVO1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	1	1	1	1	0	2	0	0	10	0	2	6	0	1	0	1	2	2	0	0	1	3	6	0	2	0	0	0	1	8
DENOVO1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	1	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	2	0	0	0	0	0	0	1	15	0	0	0	0	0	1	3	0	1	1	0	0	7	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	1	2	8	1	2	2	0	0	0	4	0	2
DENOVO661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	13	0	1	0	0	0	1	1	0	0	0	20	1	5	3	2	5	0	0	1	1	10	7	2	6	7	6	0	4	2	2	4	0	0	2	0	0	6	0	4	0	0	0
DENOVO762	3	2	0	2	0	0	0	3	47	5	2	1	1	4	6	0	4	1	0	0	0	0	0	1	0	1	0	1	0	9	0	0	0	0	1	9	0	4	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
DENOVO2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	12	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DENOVO1140	0	1	0	0	0	0	1	1	0	0	0	0	3	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	1	11	2	18	6	1	3	0	2	1	0	0	2	1	1	0	0	5	0	2	0	1	1
DENOVO401	1	4	1	1	1	1	2	1	0	0	0	3	3	6	2	1	6	2	6	0	6	0	3	0	0	5	4	0	2	0	7	0	0	16	0	3	2	5	3	2	4	0	3	7	1	0	1	0	18	4	0	6	0	1	0	1	1	0	1	3	2	0	1	0	4	1	10	3	3	36	6	0	2	0	3	0	0	2	1	4	0	0	1	8	0	3	0	0	0
DENOVO406	3	0	0	3	0	0	0	16	16	2	5	17	3	19	0	0	7	2	6	0	0	0	0	0	0	0	0	2	1	6	16	0	1	8	0	30	0	1	0	4	4	1	5	8	0	5	0	0	2	0	1	0	0	0	0	1	8	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	3	0	4	6	0	3	0	0	1	3	0	0	0	0	0	0	0
DENOVO1739	1	1	0	10	0	0	0	4	4	1	1	1	3	0	0	3	0	1	1	0	1	0	1	0	0	1	1	0	1	2	0	0	0	2	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	2	0	1	0	1	0
DENOVO2830	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
DENOVO1366	1	3	0	1	0	0	0	0	0	0	0	5	0	1	0	1	2	0	1	1	1	0	8	0	0	0	0	0	1	1	0	0	0	2	3	0	0	1	0	3	2	5	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	2	1	0	2
DENOVO390	4	5	0	6	0	0	0	0	3	0	0	0	0	1	3	0	0	0	1	0	0	0	1	0	1	1	1	0	0	23	7	3	0	13	2	32	1	0	0	0	2	5	1	1	0	1	4	0	6	1	2	1	0	4	1	3	0	1	22	7	3	0	0	0	0	0	1	5	0	2	2	5	1	1	12	6	4	5	4	4	5	1	2	8	0	8	1	1	0
DENOVO3061	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	2	0	4	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	2	2	0	0	2	2	0	0	0	0	1	0	1	1	2	1	0	3	0	0	0	0	0
DENOVO3264	0	0	0	0	0	0	0	0	2	1	0	1	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	2	3	0	0	1	1	0	0	0	1	0	1	4	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	0	1	0	1	1	0	0	0	2	1	0	0	0	1	0	0	0	0	1	1	1	0
DENOVO1989	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	2	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	9	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
DENOVO4216	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	2	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0
DENOVO370	2	2	0	0	0	0	0	0	0	1	1	1	0	10	0	10	0	5	3	3	0	0	1	1	3	2	0	2	0	5	0	1	1	0	2	6	2	4	1	0	1	3	0	0	6	10	4	0	5	0	0	1	2	2	4	7	1	3	7	1	0	1	3	13	12	10	7	0	0	0	2	1	1	2	0	0	0	2	0	2	1	0	1	0	5	7	2	4	1
DENOVO1019	0	0	0	0	0	2	0	0	11	5	2	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	7	0	2	2	10	0	3	1	0	0	0	5	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DENOVO1299	0	2	1	0	1	5	2	0	12	1	1	0	0	4	1	3	0	0	4	1	0	0	4	0	0	0	0	0	0	0	3	0	1	2	1	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO448	3	1	0	1	0	0	0	0	0	3	0	4	2	0	0	2	3	1	5	1	1	0	0	0	5	0	0	0	3	3	2	0	0	1	0	12	0	0	1	0	4	1	3	0	0	0	27	5	2	0	5	13	4	6	2	2	5	4	0	0	5	2	0	0	0	1	3	5	1	0	1	8	1	1	1	3	6	4	6	4	4	2	1	4	2	6	3	0	0
DENOVO4518	0	0	0	0	0	0	0	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	1
DENOVO1078	0	0	0	0	2	1	1	0	5	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	2	0	0	2	0	0	1	0	5	0	0	0	1	3	5	0	16	0	13	13	0	0	0	0	2	0	1	3	1	1	0	0	5	0	1	1	0	0
DENOVO441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	50	1	0	7	0	0	1	1	0	0	0	0	0	0	17	21	9	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	4	1	1	4	40	0
DENOVO108	2	16	4	1	9	5	10	7	23	11	2	7	7	2	18	11	4	4	4	1	4	0	4	2	4	1	0	4	2	7	4	29	21	26	1	16	0	0	17	1	0	6	1	39	0	0	26	0	2	0	0	10	0	0	0	1	0	15	74	9	9	4	4	0	0	5	0	51	12	23	64	3	9	1	0	1	0	0	0	2	1	0	0	2	1	0	1	44	1
DENOVO323	3	2	4	5	7	7	4	2	3	2	1	5	1	0	3	0	1	3	2	0	2	1	18	1	3	0	1	0	0	1	4	1	2	9	7	7	1	5	2	3	9	6	3	7	1	0	1	0	7	3	0	1	0	2	1	2	13	1	0	0	4	3	1	0	2	1	5	2	6	1	2	35	7	3	0	8	0	1	7	9	6	3	2	6	0	6	3	3	1
DENOVO194	1	9	0	2	0	2	1	0	28	2	0	2	1	3	2	0	2	4	1	0	0	0	3	6	1	1	0	0	0	2	4	0	0	10	16	1	0	0	3	5	0	8	0	1	0	0	3	0	2	1	7	1	4	8	1	5	7	3	0	1	1	0	5	0	2	18	6	32	1	18	15	14	4	3	1	5	3	6	6	0	12	1	6	15	1	7	12	3	3
DENOVO364	7	0	0	0	0	0	0	4	21	1	0	1	0	0	4	0	1	5	3	0	3	0	8	1	1	0	3	0	1	1	2	1	0	0	0	0	0	0	3	1	0	1	0	3	0	0	0	0	0	0	0	2	0	1	1	0	3	10	3	1	2	0	10	0	2	2	6	11	2	11	7	14	4	1	4	4	3	1	7	4	3	6	4	12	3	17	7	2	1
DENOVO191	3	12	6	2	7	2	6	7	8	0	0	1	1	0	0	3	1	18	17	4	4	0	4	1	0	0	1	3	1	7	0	1	1	3	7	0	1	0	4	0	0	2	1	2	1	7	2	0	4	4	5	2	3	2	0	0	6	21	3	4	10	12	6	0	4	27	15	49	9	14	41	3	20	1	3	2	1	3	7	5	3	1	5	20	3	3	5	1	2
DENOVO392	0	5	4	0	9	4	3	0	0	0	0	0	0	3	4	0	1	6	6	1	3	0	15	0	1	0	0	2	1	1	0	2	2	7	6	0	0	0	5	3	3	0	4	9	1	1	5	2	5	1	3	0	0	1	7	1	2	10	10	7	2	2	1	0	1	6	5	7	6	2	2	1	9	3	0	2	1	1	0	2	5	6	2	3	8	0	4	7	3
DENOVO2503	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	3	0	0	0	0	1	1	0	0	1	0	1	0	0	2	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	1	2	5	2	0	5	4	2	0	1	1	2	1	0	0	1	4	0	1	0	0	1	0	2
DENOVO487	3	1	0	0	0	0	0	0	0	0	0	4	1	0	3	1	0	3	2	0	2	0	3	1	0	1	1	0	0	5	2	2	0	9	9	0	0	0	1	2	0	9	2	0	0	1	2	0	2	0	1	14	1	3	0	1	2	1	0	2	3	2	2	0	3	3	0	10	2	8	23	7	3	10	6	4	5	27	4	10	8	4	3	3	0	0	0	9	0
DENOVO3300	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	2	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	3	0	1	1	1	0	0	1	0	0	1	1	0	1	2	0	2	1	1	0	1	4	1	1	3	2	1	2	0	2	1	1	1	1	1	0	2	1
DENOVO1807	2	4	0	2	0	0	0	0	1	0	1	0	3	0	1	1	1	0	2	0	0	0	4	0	0	1	0	1	0	5	2	0	0	6	3	3	0	1	1	3	0	0	1	0	1	0	1	0	3	0	0	4	0	0	1	2	0	3	0	6	1	2	2	1	0	10	1	16	11	2	9	6	5	0	0	1	2	5	4	0	0	7	5	4	3	2	6	2	1
DENOVO51	8	21	0	5	0	0	0	4	3	1	2	7	7	10	11	1	1	15	13	2	11	0	15	0	2	7	7	5	0	12	6	1	1	22	22	8	2	4	1	14	4	9	4	4	0	4	3	1	13	3	1	23	2	9	4	6	6	13	6	9	10	7	19	2	8	43	11	67	29	10	64	100	32	12	13	20	17	104	41	8	22	76	31	23	28	6	37	17	9
DENOVO2059	2	0	0	0	0	0	0	1	0	1	0	0	0	1	4	1	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	7	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	3	1	0	0	0	1	0	0	4	0	5	0	1	0	0	1	3	0	0
DENOVO1560	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	5	0	1	1	1	1	0	0	3	4	3	0	0	2	2	3	0	0	2	0	0	0	3	3	0	0	0	0	1	0	0	0
DENOVO1228	0	5	0	1	0	1	1	1	0	2	0	4	1	2	5	0	0	0	2	0	2	0	3	0	0	0	1	0	2	1	1	0	0	1	3	3	4	3	1	7	0	2	1	1	0	1	0	0	1	0	0	2	0	2	1	0	2	2	0	1	0	2	2	0	1	3	2	6	2	2	3	2	2	1	1	1	0	2	3	3	1	3	3	2	0	2	2	0	0
DENOVO984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	3	0	1	5	2	1	0	5	4	3	1	1	0	0	13	7	1	2	1	0	10	5	1	4	0	6	2	1	2	1	1	0	1	0	0	0	0	0
DENOVO1545	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	3	2	1	1	0	0	0	1	0	0	0	2	0	0	8	0	0	3	5	0	3	0	3	0	0	0	5	0	2	1	2	1	1	4	3	0	10	2
DENOVO4272	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	1	1	1	2	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	1	1	0	5	0	0	0	4	0	0
DENOVO653	0	1	3	0	5	5	1	0	2	0	0	1	0	0	4	1	0	13	15	2	1	0	5	1	4	5	1	0	0	0	1	2	1	0	4	2	0	3	8	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	2	4	0	1	0	0	0	4	1	0	9	1	0	0	6	3	0
DENOVO210	1	11	0	0	7	2	2	5	3	4	0	1	0	4	3	2	0	3	1	2	1	0	1	1	0	3	0	1	0	0	2	5	5	1	18	2	1	0	1	5	3	4	2	2	0	0	1	0	2	5	11	19	0	3	3	1	1	6	7	2	6	8	2	0	2	21	3	5	3	10	10	13	10	10	3	3	9	19	4	11	5	2	21	8	4	9	24	4	11
DENOVO1925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	0	0	0	2	0	0	6	0	0	1	0	0	3	0	0	0	1	2	2	0	1	0	3	1	0	0	5	1	1	6	0	1	0	0	2	0	0	0	0
DENOVO2692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO520	5	2	1	0	0	1	4	1	0	0	1	4	1	3	0	0	0	2	1	9	2	0	5	0	0	2	0	2	6	3	0	1	1	2	0	1	1	4	0	1	6	2	1	11	0	0	4	2	3	1	1	1	0	0	0	4	1	4	2	1	0	0	4	1	6	1	1	1	2	0	0	0	2	4	0	4	0	0	6	3	4	2	1	2	1	2	2	0	3
DENOVO3359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENOVO1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	1	2	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	1	0	2	1	2	0	1	0	2	1	5	5	2	4	3	2	1	14	0	1	1	2	0	2	0	2	1	0	2	1	0	1	2	1	1	1	2	1	0	3
DENOVO4790	0	2	0	2	0	0	0	0	1	1	0	0	0	2	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
DENOVO3887	1	5	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DENOVO1784	1	3	0	1	1	2	2	1	2	0	3	4	0	5	6	2	0	0	2	1	0	1	0	0	0	0	0	0	0	0	2	0	0	2	1	0	1	2	0	0	1	1	1	0	0	1	0	2	3	0	1	0	0	2	0	0	0	0	0	0	3	2	0	0	0	0	1	1	0	1	0	1	0	0	2	1	1	1	3	0	0	0	1	1	1	0	0	2	0
DENOVO4956	0	4	0	0	0	1	0	0	0	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DENOVO1790	3	2	1	2	0	0	0	0	1	0	0	0	3	1	1	0	0	2	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	0	4	0	0	0	1	3	3	2	0	0	0	0	1	1	2	1	0	1	0	0	0	0	0	2	1	0	0	0	1	2	1
DENOVO4515	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
DENOVO3943	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
DENOVO1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DENOVO3133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DENOVO1438	2	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	4	0	1	0	1	0	1	0	0	0	0	0	1	1	0	3	5	1	1	0	0	0	1	0	0	4	1	0	0	0	1	0	1	0	2	2	2	0	1	2	0	0	0	1	1	0	1	0	1	0	3	1	0	2	1	1	1	0	0	1	3	0	1	0	2	0	1	0	0	0
DENOVO104	5	4	13	6	31	16	22	3	0	13	3	0	8	1	0	2	16	9	2	27	4	14	25	0	2	7	3	4	3	9	1	10	4	1	4	2	11	12	15	13	11	2	10	37	5	0	14	5	19	14	1	6	0	5	5	1	18	7	0	4	0	1	10	1	0	3	6	6	9	2	4	5	10	14	1	7	1	11	8	5	4	4	3	3	10	7	4	1	5
DENOVO4467	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
DENOVO2361	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0
